ABFNumber	mps	postingmonth	postingyear	MPColour	EventDescription	EventCode
1051301	0.1600	2	2019	Y	GCC Seres McMahon Matchpoint Swiss Pairs	9GH
1052640	0.8000	2	2019	Y	GCC Seres McMahon Matchpoint Swiss Pairs	9GH
1068660	0.4800	2	2019	Y	GCC Seres McMahon Matchpoint Swiss Pairs	9GH
1010441	0.6400	2	2019	Y	GCC Seres McMahon Matchpoint Swiss Pairs	9GH
1051873	0.8000	2	2019	Y	GCC Seres McMahon Matchpoint Swiss Pairs	9GH
1044559	0.1400	3	2019	R	Sunshine Coast Graded Teams	SUR
1045237	3.6300	3	2019	R	Sunshine Coast Graded Teams	SUR
1044540	0.1400	3	2019	R	Sunshine Coast Graded Teams	SUR
1026372	0.3200	3	2019	R	Wellington Congress	WDC
1054635	0.1600	3	2019	R	Wellington Congress	WDC
1014706	0.1900	3	2019	R	Kiama Restricted Pairs	KNM
1022210	0.3300	3	2019	R	Kiama Restricted Pairs	KNM
1049321	0.2800	3	2019	R	Kiama Restricted Pairs	KNM
1064452	0.2800	3	2019	R	Kiama Restricted Pairs	KNM
1011431	0.6300	2	2019	Y	GCC Friday Novice Pairs	9GN
1027999	0.3200	2	2019	Y	GCC Friday Novice Pairs	9GN
1037501	1.4200	2	2019	Y	GCC Friday Novice Pairs	9GN
1041525	0.2100	2	2019	Y	GCC Friday Novice Pairs	9GN
1041835	0.6300	2	2019	Y	GCC Friday Novice Pairs	9GN
1077619	0.4200	2	2019	Y	GCC Friday Novice Pairs	9GN
1017454	0.1800	2	2019	R	Toowoomba Novice Pairs	TAN
1028960	0.1800	2	2019	R	Toowoomba Novice Pairs	TAN
1063588	0.1400	2	2019	R	Toowoomba Novice Pairs	TAN
1065572	0.2700	2	2019	R	Toowoomba Novice Pairs	TAN
1065580	0.2700	2	2019	R	Toowoomba Novice Pairs	TAN
1063911	0.3000	2	2019	R	GCC Red Events	9G0
1066242	0.3000	2	2019	R	GCC Red Events	9G0
1068261	0.4500	2	2019	R	GCC Red Events	9G0
1045237	2.5200	3	2019	Y	GNOT Sunshine Coast Heat	SUG
1006886	1.7300	3	2019	Y	GNOT West Coast Heat	WCG
1025449	1.4400	3	2019	Y	GNOT West Coast Heat	WCG
1008528	0.2200	3	2019	R	SABA March Grade Pairs Congress	IIA
1049127	0.3600	3	2019	R	SABA March Grade Pairs Congress	IIA
1051466	0.2500	3	2019	R	SABA March Grade Pairs Congress	IIA
1055283	0.3500	3	2019	R	SABA March Grade Pairs Congress	IIA
1066323	0.6900	3	2019	R	SABA March Grade Pairs Congress	IIA
1022903	1.0900	3	2019	R	SABA March Grade Pairs Congress	IIA
1028081	0.1600	3	2019	R	SABA March Grade Pairs Congress	IIA
1045210	0.2500	3	2019	R	SABA March Grade Pairs Congress	IIA
1067958	0.1200	3	2019	R	SABA March Grade Pairs Congress	IIA
1028812	0.5800	3	2019	R	SABA March Grade Pairs Congress	IIA
1039679	0.3600	3	2019	R	SABA March Grade Pairs Congress	IIA
1057049	0.1200	3	2019	R	SABA March Grade Pairs Congress	IIA
1057545	0.2000	3	2019	R	SABA March Grade Pairs Congress	IIA
1057553	0.2000	3	2019	R	SABA March Grade Pairs Congress	IIA
1067931	0.1600	3	2019	R	SABA March Grade Pairs Congress	IIA
1063911	1.0300	4	2019	R	NSWBA WITS Swiss Pairs	YYW
1007769	1.5800	4	2019	R	Redland Novice/Restricted Teams 	RDR
1007777	1.5800	4	2019	R	Redland Novice/Restricted Teams 	RDR
1036327	0.1300	4	2019	R	Redland Novice/Restricted Teams 	RDR
1008536	0.2200	3	2019	R	SABA March Grade Pairs Congress	IIA
1036475	0.6900	3	2019	R	SABA March Grade Pairs Congress	IIA
1065122	0.6400	3	2019	Y	GNOT Traralgon Heat	TXG
1017411	0.9000	4	2019	Y	GNOT Geelong Heat	GEG
1029525	0.1800	4	2019	Y	GNOT Geelong Heat	GEG
1000179	0.6300	4	2019	R	Bayswater Restricted Congress	BZR
1004557	1.3300	4	2019	R	Bayswater Restricted Congress	BZR
1013823	1.3300	4	2019	R	Bayswater Restricted Congress	BZR
1017322	2.3100	4	2019	R	Bayswater Restricted Congress	BZR
1028022	0.0800	4	2019	R	Bayswater Restricted Congress	BZR
1046314	0.4200	4	2019	R	Bayswater Restricted Congress	BZR
1047590	0.1800	4	2019	Y	GNOT Geelong Heat	GEG
1029053	0.8500	4	2019	R	Bayswater Restricted Congress	BZR
1009842	0.2600	4	2019	R	Redland Novice/Restricted Teams 	RDR
1010344	0.2600	4	2019	R	Redland Novice/Restricted Teams 	RDR
1027212	2.0100	4	2019	R	Redland Novice/Restricted Teams 	RDR
1051474	2.2900	4	2019	R	Redland Novice/Restricted Teams 	RDR
1057995	0.2600	4	2019	R	Redland Novice/Restricted Teams 	RDR
1009346	2.8800	5	2019	Y	Western Seniors Pairs	9QP
1030280	0.1300	4	2019	R	Redland Novice/Restricted Teams 	RDR
1032445	2.0100	4	2019	R	Redland Novice/Restricted Teams 	RDR
1034537	0.2600	4	2019	R	Redland Novice/Restricted Teams 	RDR
1058754	0.1300	4	2019	R	Redland Novice/Restricted Teams 	RDR
1059459	0.2600	4	2019	R	Redland Novice/Restricted Teams 	RDR
1061348	0.1300	4	2019	R	Redland Novice/Restricted Teams 	RDR
1000187	0.6300	4	2019	R	Bayswater Restricted Congress	BZR
1017241	0.4500	4	2019	R	Bayswater Restricted Congress	BZR
1046322	0.4200	4	2019	R	Bayswater Restricted Congress	BZR
1074245	0.4300	4	2019	R	Bayswater Restricted Congress	BZR
1027107	2.8800	5	2019	Y	Western Seniors Pairs	9QP
1024744	2.5200	5	2019	Y	ANOT Senior Swiss Pairs	9AS
1008811	0.3600	5	2019	R	Surfers Teams	SFT
1027980	0.0800	4	2019	R	Bayswater Restricted Congress	BZR
1036858	2.3100	4	2019	R	Bayswater Restricted Congress	BZR
1076779	1.2800	4	2019	Y	GNOT Arafura Heat	NTA
1008420	2.0200	5	2019	Y	ANOT Restricted Swiss Pairs	9AR
1025481	1.7900	5	2019	Y	ANOT Restricted Swiss Pairs	9AR
1047191	5.0300	5	2019	Y	ANOT Restricted Swiss Pairs	9AR
1063911	2.5700	5	2019	Y	ANOT Restricted Swiss Pairs	9AR
1000901	0.1000	5	2019	R	Brain Research	9FB
1004581	0.2000	5	2019	R	Brain Research	9FB
1005413	0.1000	5	2019	R	Brain Research	9FB
1035630	0.9800	7	2018	R	Coffs Harbour Teams	CUT
1004050	0.4900	7	2018	R	Darling Downs Pairs	DDA
1060945	0.2100	7	2018	R	Darling Downs Pairs	DDA
1032453	0.4900	8	2018	R	NSBC Swiss Pairs	NSB
1069624	0.5600	8	2018	R	NSBC Swiss Pairs	NSB
1008900	0.2300	8	2018	R	Toowoomba Novice Teams	TAM
1017454	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1063588	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1004581	7.6500	9	2018	Y	GNOT Sunshine Regional Final	QDS
1037511	0.1600	9	2018	R	Yeppoon Congress	YPC
1032445	0.4900	8	2018	R	NSBC Swiss Pairs	NSB
1063634	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1045237	6.0600	9	2018	Y	GNOT Sunshine Regional Final	QDS
1002775	0.6400	9	2018	R	Yeppoon Congress	YPC
1041576	0.1600	9	2018	R	Yeppoon Congress	YPC
1004050	0.3500	8	2018	R	Toowoomba Novice Teams	TAM
1025252	0.2300	8	2018	R	Toowoomba Novice Teams	TAM
1032097	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1060945	2.3800	8	2018	R	Toowoomba Novice Teams	TAM
1063626	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1005715	0.6400	9	2018	R	Yeppoon Congress	YPC
1007785	0.1600	9	2018	R	Yeppoon Congress	YPC
1041541	0.1600	9	2018	R	Yeppoon Congress	YPC
1040065	0.5600	9	2018	Y	GNOT North Shore Direct Qualifier	NDD
1019546	0.1200	8	2018	R	Toowoomba Novice Teams	TAM
1027212	1.7300	8	2018	R	Toowoomba Novice Teams	TAM
1060961	2.3800	8	2018	R	Toowoomba Novice Teams	TAM
1041525	0.1600	9	2018	R	Yeppoon Congress	YPC
1041533	0.1600	9	2018	R	Yeppoon Congress	YPC
1047371	0.6400	9	2018	R	Yeppoon Congress	YPC
1001418	0.1800	9	2018	R	Phillip Island Congress	PUC
1000918	0.2100	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1012851	1.3400	9	2018	R	Great Lakes Congress	GKC
1044435	0.1600	9	2018	R	Great Lakes Congress	GKC
1036920	0.4500	9	2018	R	Phillip Island Congress	PUC
1003003	0.4300	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1027212	2.4200	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1028881	0.3600	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1038095	0.8800	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1007531	0.8100	9	2018	R	Phillip Island Congress	PUC
1012460	0.8100	9	2018	R	Phillip Island Congress	PUC
1003968	0.2400	10	2018	R	Cowra Congress	CXC
1002953	0.3600	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1006975	0.6900	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1062638	0.1000	9	2018	R	Sanctuary Cove Restricted Pairs	S2R
1070452	0.6400	10	2018	R	Gympie Teams	GYT
1025872	0.1600	10	2018	R	Cowra Congress	CXC
1029894	1.1100	10	2018	R	Gympie Teams	GYT
1022326	1.4000	10	2018	R	SA Open Teams	5OT
1028863	0.5600	10	2018	R	Peninsula Swiss Pairs	PNR
1008439	0.6400	10	2018	R	Cowra Congress	CXC
1028820	0.3200	10	2018	R	Cowra Congress	CXC
1001566	3.0800	10	2018	R	SA Open Teams	5OT
1024744	1.9600	10	2018	R	SA Open Teams	5OT
1019422	2.0800	10	2018	R	Peninsula Swiss Pairs	PNR
1058691	1.2600	11	2018	R	NSW Mixed Teams	2XT
1021109	0.1800	11	2018	R	Drought Relief Appeal	91D
1006886	0.3500	11	2018	R	Drought Relief Appeal	91D
1007564	0.4200	11	2018	R	Cleveland Bay Anniversary Pairs	CBV
1007556	0.4200	11	2018	R	Cleveland Bay Anniversary Pairs	CBV
1052195	0.2700	2	2019	R	Devonport Congress	DVC
1032615	5.3000	2	2019	Y	GCC Open Pairs	9G1
1036955	2.7000	2	2019	Y	GCC Open Pairs	9G1
1052012	0.3000	2	2019	Y	GCC Open Pairs	9G1
1064967	3.6000	2	2019	Y	GCC Open Pairs	9G1
1068717	8.3600	2	2019	Y	GCC Open Pairs	9G1
1071033	8.3600	2	2019	Y	GCC Open Pairs	9G1
1071823	13.0400	2	2019	Y	GCC Open Pairs	9G1
1080822	12.0000	2	2019	Y	GCC Open Pairs	9G1
1021222	9.1900	2	2019	Y	GCC Open Pairs	9G1
1038109	23.6600	2	2019	Y	GCC Open Pairs	9G1
1059831	10.7400	2	2019	Y	GCC Open Pairs	9G1
1077031	0.3000	2	2019	Y	GCC Open Pairs	9G1
1079719	6.2400	2	2019	Y	GCC Open Pairs	9G1
1080857	7.7100	2	2019	Y	GCC Open Pairs	9G1
1012411	11.2100	2	2019	Y	GCC Open Pairs	9G1
1036998	2.7000	2	2019	Y	GCC Open Pairs	9G1
1038001	1.4800	2	2019	Y	GCC Open Pairs	9G1
1040677	12.6900	2	2019	Y	GCC Open Pairs	9G1
1043366	2.6000	2	2019	Y	GCC Open Pairs	9G1
1049364	10.7400	2	2019	Y	GCC Open Pairs	9G1
1080296	23.6600	2	2019	Y	GCC Open Pairs	9G1
1080301	3.0200	2	2019	Y	GCC Open Pairs	9G1
1080458	9.3600	2	2019	Y	GCC Open Pairs	9G1
1080466	9.3600	2	2019	Y	GCC Open Pairs	9G1
1079727	6.2400	2	2019	Y	GCC Open Pairs	9G1
1080830	12.0000	2	2019	Y	GCC Open Pairs	9G1
1029525	0.7200	3	2019	Y	GNOT Geelong Heat	GEG
1014821	1.9900	3	2019	Y	GNOT St George Budapest Heat	SGG
1056093	0.6400	3	2019	R	Stanthorpe Butler Pairs	SQP
1004603	0.3200	3	2019	R	Stanthorpe Butler Pairs	SQP
1025252	1.0800	3	2019	R	Stanthorpe Butler Pairs	SQP
1069179	0.4000	3	2019	R	Stanthorpe Butler Pairs	SQP
1051865	0.4000	3	2019	R	Stanthorpe Butler Pairs	SQP
1063928	0.3200	3	2019	R	Stanthorpe Butler Pairs	SQP
1071130	0.4800	4	2019	Y	GNOT Darwin Heat	NTD
1007531	0.4500	4	2019	R	Berwick Congress	BPC
1012460	0.3600	4	2019	R	Berwick Congress	BPC
1012460	0.4800	4	2019	R	Vic Daytime Open Pairs	3DP
1033115	0.3600	4	2019	R	Vic Daytime Open Pairs	3DP
1042777	0.9600	4	2019	R	Berwick Congress	BPC
1008994	1.1200	4	2019	R	BBC Easter Congress	BBE
1009001	0.2700	4	2019	R	BBC Easter Congress	BBE
1060961	0.3600	4	2019	R	BBC Easter Congress	BBE
1001418	0.6300	4	2019	R	Berwick Congress	BPC
1001418	0.3600	4	2019	R	Vic Daytime Open Pairs	3DP
1077260	0.2900	4	2019	R	BBC Easter Congress	BBE
1078119	0.2700	4	2019	R	BBC Easter Congress	BBE
1073435	0.9200	2	2019	Y	GCC Ivy Dahler Restricted Swiss Pairs	9G9
1001396	0.4900	2	2019	Y	GCC Restricted Pairs	9G8
1001566	3.0800	2	2019	Y	GCC Restricted Pairs	9G8
1002759	12.7200	2	2019	Y	GCC Restricted Pairs	9G8
1007939	3.6500	2	2019	Y	GCC Restricted Pairs	9G8
1037986	1.9700	2	2019	Y	GCC Restricted Pairs	9G8
1038011	1.9700	2	2019	Y	GCC Restricted Pairs	9G8
1051881	1.6100	2	2019	Y	GCC Restricted Pairs	9G8
1062913	1.6200	2	2019	Y	GCC Restricted Pairs	9G8
1063911	4.1800	2	2019	Y	GCC Restricted Pairs	9G8
1064231	2.0300	2	2019	Y	GCC Restricted Pairs	9G8
1064738	4.9100	2	2019	Y	GCC Restricted Pairs	9G8
1068261	2.1200	2	2019	Y	GCC Restricted Pairs	9G8
1080131	2.8000	2	2019	Y	GCC Restricted Pairs	9G8
1001566	1.7200	3	2019	R	Gawler Congress	GAC
1008420	1.1700	3	2019	R	Gawler Congress	GAC
1046179	0.6400	3	2019	R	Gawler Congress	GAC
1001299	3.6500	2	2019	Y	GCC Restricted Pairs	9G8
1002430	0.1800	2	2019	Y	GCC Restricted Pairs	9G8
1029371	1.4300	2	2019	Y	GCC Restricted Pairs	9G8
1035622	3.6400	2	2019	Y	GCC Restricted Pairs	9G8
1051237	3.8600	2	2019	Y	GCC Restricted Pairs	9G8
1052667	2.9200	2	2019	Y	GCC Restricted Pairs	9G8
1063431	2.0300	2	2019	Y	GCC Restricted Pairs	9G8
1073478	1.4300	2	2019	Y	GCC Restricted Pairs	9G8
1073494	0.6500	2	2019	Y	GCC Restricted Pairs	9G8
1000454	0.3500	3	2019	R	Gawler Congress	GAC
1080555	0.7900	3	2019	R	Gawler Congress	GAC
1060961	1.2600	3	2019	R	Dalby Congress	DAC
1001191	0.1000	4	2019	R	Central Coast Super Congress	CES
1040790	0.5700	4	2019	R	Central Coast Super Congress	CES
1014412	0.4000	9	2018	Y	GNOT Mountains Region	ZGU
1005715	1.6100	10	2018	R	Mackay Congress	MYC
1010174	0.5600	10	2018	R	Mackay Congress	MYC
1018851	0.5600	10	2018	R	Mackay Congress	MYC
1071688	0.7000	10	2018	R	Mackay Congress	MYC
1009346	0.4500	11	2018	R	Undercroft Congress	RUC
1037234	0.0900	11	2018	R	Undercroft Congress	RUC
1003003	0.9000	11	2018	R	Qld Senior Pairs	4SP
1000179	0.1800	11	2018	R	Undercroft Congress	RUC
1040065	7.3900	10	2018	Y	SNOT Open Pairs	9RP
1016822	2.4000	11	2018	Y	Golden West Congress	9WC
1034480	0.5400	11	2018	R	Kingborough Congress	KHC
1063911	4.4000	10	2018	Y	SNOT Open Pairs	9RP
1000187	0.1800	11	2018	R	Undercroft Congress	RUC
1025082	0.2700	11	2018	R	Undercroft Congress	RUC
1025449	0.2200	11	2018	R	Undercroft Congress	RUC
1027107	0.1800	11	2018	R	Undercroft Congress	RUC
1046551	0.0900	11	2018	R	Undercroft Congress	RUC
1009346	1.6800	11	2018	Y	Golden West Congress	9WC
1017322	0.7200	11	2018	Y	Golden West Congress	9WC
1012894	0.5400	12	2018	R	Mudgee Congress	MUC
1040162	0.6200	12	2018	R	Mudgee Congress	MUC
1040170	0.6200	12	2018	R	Mudgee Congress	MUC
1062530	1.9300	11	2018	R	TBA Spring Pairs	JJR
1071981	0.1800	11	2018	R	TBA Spring Pairs	JJR
1026372	0.6200	12	2018	R	Mudgee Congress	MUC
1014285	0.8800	1	2019	R	Trumps Festival	TSF
1041851	0.3700	1	2019	R	Trumps Festival	TSF
1051385	1.7200	1	2019	R	Trumps Festival	TSF
1019422	1.3900	12	2018	R	Wollstonecraft Swiss Pairs	WTR
1019422	1.1700	1	2019	R	Trumps Festival	TSF
1023152	0.8200	1	2019	Y	Summer Festival Youth Pairs	9SU
1055682	0.9400	1	2019	Y	Summer Festival Youth Pairs	9SU
1002155	0.1100	1	2019	R	Trumps Festival	TSF
1041940	0.1800	12	2018	R	Wollstonecraft Swiss Pairs	WTR
1064649	0.4800	1	2019	Y	Summer Festival Youth Pairs	9SU
1044222	0.8100	1	2019	R	Trumps Festival	TSF
1022326	0.7900	1	2019	Y	Summer Festival Youth Pairs	9SU
1056190	0.9400	1	2019	Y	Summer Festival Youth Pairs	9SU
1024744	9.9900	2	2019	Y	GCC Senior Teams	9G7
1015745	0.2300	2	2019	R	GCC Holiday Pairs 3	9GZ
1029371	1.7900	2	2019	R	GCC Holiday Pairs 3	9GZ
1058614	0.0800	2	2019	R	GCC Holiday Pairs 3	9GZ
1073478	1.7900	2	2019	R	GCC Holiday Pairs 3	9GZ
1012231	1.8200	2	2019	R	GCC Holiday Pairs 3	9GZ
1058606	0.9000	2	2019	R	GCC Holiday Pairs 3	9GZ
1060945	0.8300	2	2019	R	GCC Holiday Pairs 3	9GZ
1007165	0.0800	2	2019	R	GCC Holiday Pairs 3	9GZ
1051441	0.3000	2	2019	R	GCC Holiday Pairs 3	9GZ
1060961	0.8300	2	2019	R	GCC Holiday Pairs 3	9GZ
1001396	0.5300	2	2019	R	GCC Holiday Pairs 3	9GZ
1047191	3.7800	2	2019	Y	GCC Senior Teams	9G7
1021117	0.4400	2	2019	Y	GCC Butler 0-500 Swiss Pairs	9GA
1021125	0.4400	2	2019	Y	GCC Butler 0-500 Swiss Pairs	9GA
1073435	0.8700	2	2019	Y	GCC Butler 0-500 Swiss Pairs	9GA
1072153	0.8700	2	2019	Y	GCC Butler 0-500 Swiss Pairs	9GA
1056360	0.2100	3	2019	R	Gold Coast Novice Pairs	GCN
1062638	0.1000	3	2019	R	Gold Coast Novice Pairs	GCN
1069543	0.3800	3	2019	R	Batemans Congress	BSC
1017241	0.3100	3	2019	R	Melville Congress	CMC
1040065	12.6600	3	2019	R	NSW Open Teams Selection	2TS
1001191	2.1600	3	2019	R	Batemans Congress	BSC
1042386	0.3100	3	2019	R	Gold Coast Novice Pairs	GCN
1004557	1.9900	3	2019	R	Melville Congress	CMC
1017322	0.1300	3	2019	R	Melville Congress	CMC
1019252	0.2400	3	2019	R	Melville Congress	CMC
1028022	0.3200	3	2019	R	Melville Congress	CMC
1036270	0.5400	3	2019	R	Melville Congress	CMC
1012460	1.0500	3	2019	R	Theodor Herzl Congress	THD
1033085	0.8000	3	2019	R	Armidale Pairs	ARP
1003003	0.7000	3	2019	R	Gold Coast Novice Pairs	GCN
1027212	1.3000	3	2019	R	Gold Coast Novice Pairs	GCN
1051474	1.7300	3	2019	R	Gold Coast Novice Pairs	GCN
1070169	0.2100	3	2019	R	Gold Coast Novice Pairs	GCN
1002333	2.7800	3	2019	R	Batemans Congress	BSC
1005987	0.5100	3	2019	R	Batemans Congress	BSC
1023233	0.2600	3	2019	R	Batemans Congress	BSC
1035071	0.2600	3	2019	R	Batemans Congress	BSC
1082051	2.1600	3	2019	R	Batemans Congress	BSC
1009346	0.8900	3	2019	R	Melville Congress	CMC
1020552	0.4400	3	2019	R	Melville Congress	CMC
1029053	0.3100	3	2019	R	Melville Congress	CMC
1037900	0.5400	3	2019	R	Melville Congress	CMC
1079387	0.2700	3	2019	R	Theodor Herzl Congress	THD
1073605	0.1600	3	2019	R	Gold Coast Novice Pairs	GCN
1081128	2.1600	3	2019	R	Batemans Congress	BSC
1082639	3.6700	3	2019	R	Batemans Congress	BSC
1082647	0.7200	3	2019	R	Batemans Congress	BSC
1027980	0.3200	3	2019	R	Melville Congress	CMC
1036858	0.1300	3	2019	R	Melville Congress	CMC
1044011	5.4100	3	2019	R	Melville Congress	CMC
1001418	0.1800	3	2019	R	Theodor Herzl Congress	THD
1010921	1.2000	3	2019	R	Theodor Herzl Congress	THD
1002465	1.2500	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1017640	1.7200	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1026259	1.7200	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1031775	0.9400	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1034774	1.2500	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1037382	10.2000	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1041959	0.7800	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1071981	1.4000	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1041940	0.7800	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1054899	0.4700	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1063911	7.3300	3	2019	Y	Australian Restricted Swiss Pairs	9IM
1045717	0.8400	4	2019	Y	GNOT Ocean Grove Heat	OCG
1067206	0.2400	4	2019	Y	GNOT Ocean Grove Heat	OCG
1023152	0.3200	4	2019	R	QCBC Anzac Teams	RQA
1045237	1.4400	4	2019	R	QCBC Anzac Teams	RQA
1018507	0.4800	4	2019	Y	GNOT Ocean Grove Heat	OCG
1005715	0.7200	4	2019	Y	GNOT Mackay Heat	MYH
1052837	0.1600	4	2019	R	QCBC Anzac Teams	RQA
1010174	0.3600	4	2019	Y	GNOT Mackay Heat	MYH
1018851	0.3600	4	2019	Y	GNOT Mackay Heat	MYH
1015044	0.7000	4	2019	Y	GNOT Leeton Heat	LEG
1026712	0.4000	4	2019	Y	GNOT Leeton Heat	LEG
1026720	0.4000	4	2019	Y	GNOT Leeton Heat	LEG
1026739	0.4000	4	2019	Y	GNOT Leeton Heat	LEG
1015052	0.4000	4	2019	Y	GNOT Leeton Heat	LEG
1018825	0.5400	5	2019	R	Maitland Teams	MDT
1062530	2.9600	5	2019	R	Hobart Congress	HTC
1034618	0.3600	5	2019	R	Bendigo Congress	BNC
1034863	0.5400	5	2019	R	Bendigo Congress	BNC
1056190	0.9000	5	2019	R	Bendigo Congress	BNC
1088841	0.3600	5	2019	R	Bendigo Congress	BNC
1034626	0.3600	5	2019	R	Maitland Teams	MDT
1034601	0.5400	5	2019	R	Bendigo Congress	BNC
1055682	0.9000	5	2019	R	Bendigo Congress	BNC
1065475	0.5400	5	2019	R	Bendigo Congress	BNC
1019422	0.4800	5	2019	R	NSWBA Autumn Swiss Pairs	YYP
1002651	0.5400	5	2019	R	Maitland Teams	MDT
1002813	0.1800	5	2019	R	Maitland Teams	MDT
1034596	0.7200	5	2019	R	Bendigo Congress	BNC
1049781	1.8500	5	2019	R	Bendigo Congress	BNC
1059327	0.5400	5	2019	R	Bendigo Congress	BNC
1077708	0.4500	5	2019	R	Bendigo Congress	BNC
1000829	0.4600	12	2018	R	Bridge Today Lilianfels Holiday	BTL
1007531	0.4000	1	2019	R	Dendy Congress Pairs	DPA
1056190	0.5600	1	2019	R	Dendy Congress Pairs	DPA
1076981	9.5900	1	2019	Y	ANOT Open Swiss Pairs	9AP
1001418	0.3200	1	2019	R	Dendy Congress Pairs	DPA
1001566	6.0000	1	2019	Y	Summer Festival Women's Teams	9SW
1027980	0.6000	2	2019	R	GCC Holiday Pairs 1	9GW
1036998	1.5800	2	2019	R	GCC Holiday Pairs 1	9GW
1059556	0.3800	2	2019	R	GCC Holiday Pairs 1	9GW
1060074	0.3800	2	2019	R	GCC Holiday Pairs 1	9GW
1012231	2.0400	2	2019	R	GCC Holiday Pairs 1	9GW
1028022	0.6000	2	2019	R	GCC Holiday Pairs 1	9GW
1036955	1.5800	2	2019	R	GCC Holiday Pairs 1	9GW
1051261	1.5800	2	2019	R	GCC Holiday Pairs 1	9GW
1058789	0.3800	2	2019	R	GCC Holiday Pairs 1	9GW
1022083	0.3000	2	2019	R	GCC Holiday Pairs 1	9GW
1001299	12.8600	2	2019	Y	GCC Restricted Teams	9G6
1002430	3.8600	2	2019	Y	GCC Restricted Teams	9G6
1029371	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1035622	7.3000	2	2019	Y	GCC Restricted Teams	9G6
1044559	1.0300	2	2019	Y	GCC Restricted Teams	9G6
1063431	1.8500	2	2019	Y	GCC Restricted Teams	9G6
1072153	1.6400	2	2019	Y	GCC Restricted Teams	9G6
1073478	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1073494	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1035304	0.1600	2	2019	R	Arana Teams	ACT
1075888	0.6400	2	2019	R	Arana Teams	ACT
1045237	2.1000	2	2019	R	Qld Senior Teams	4SE
1011391	1.6400	2	2019	Y	GCC Restricted Teams	9G6
1036386	7.3000	2	2019	Y	GCC Restricted Teams	9G6
1043633	2.6700	2	2019	Y	GCC Restricted Teams	9G6
1043900	2.6700	2	2019	Y	GCC Restricted Teams	9G6
1044540	1.0300	2	2019	Y	GCC Restricted Teams	9G6
1046586	2.8700	2	2019	Y	GCC Restricted Teams	9G6
1049496	3.7900	2	2019	Y	GCC Restricted Teams	9G6
1058517	2.2600	2	2019	Y	GCC Restricted Teams	9G6
1058606	2.2600	2	2019	Y	GCC Restricted Teams	9G6
1068199	4.0700	2	2019	Y	GCC Restricted Teams	9G6
1080148	3.2000	2	2019	Y	GCC Restricted Teams	9G6
1009648	0.1600	2	2019	R	Arana Teams	ACT
1021044	0.4500	2	2019	R	GCC Holiday Pairs 1	9GW
1021206	4.3900	2	2019	R	GCC Holiday Pairs 1	9GW
1033085	0.9800	2	2019	R	GCC Holiday Pairs 1	9GW
1007165	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1012010	1.6400	2	2019	Y	GCC Restricted Teams	9G6
1013378	3.8600	2	2019	Y	GCC Restricted Teams	9G6
1033085	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1033425	3.0800	2	2019	Y	GCC Restricted Teams	9G6
1038095	4.3600	2	2019	Y	GCC Restricted Teams	9G6
1046594	2.8700	2	2019	Y	GCC Restricted Teams	9G6
1049445	1.8500	2	2019	Y	GCC Restricted Teams	9G6
1051474	24.6600	2	2019	Y	GCC Restricted Teams	9G6
1063146	3.2700	2	2019	Y	GCC Restricted Teams	9G6
1063162	1.8500	2	2019	Y	GCC Restricted Teams	9G6
1064835	3.2500	2	2019	Y	GCC Restricted Teams	9G6
1072005	3.2500	2	2019	Y	GCC Restricted Teams	9G6
1073508	2.0500	2	2019	Y	GCC Restricted Teams	9G6
1080180	3.2000	2	2019	Y	GCC Restricted Teams	9G6
1080199	4.3300	2	2019	Y	GCC Restricted Teams	9G6
1080202	1.6400	2	2019	Y	GCC Restricted Teams	9G6
1038095	0.4800	2	2019	R	Arana Teams	ACT
1002759	3.2000	2	2019	Y	GCC Restricted Teams	9G6
1007939	12.8600	2	2019	Y	GCC Restricted Teams	9G6
1036327	2.8700	2	2019	Y	GCC Restricted Teams	9G6
